MS SubClass,MS Zoning,Lot Area,Neighborhood,Overall Qual,Year Built,Gr Liv Area,Bsmt Full Bath,Full Bath,Bedroom AbvGr,Garage Cars,Garage Area,SalePrice
60,RL,11075,Mitchel,5,1969,1968,0,2,4,2,530,172000
70,I (all),56600,IDOTRR,5,1900,1836,0,2,4,1,288,103000
20,RL,10667,NAmes,6,1971,1587,0,2,3,2,525,167300
20,RL,10628,NAmes,7,1970,1277,1,1,2,2,526,167000
20,RL,13651,NAmes,7,1973,2223,1,2,3,2,516,244000
20,RL,15865,NAmes,8,1970,2217,1,2,4,2,621,268000
60,RL,12394,Gilbert,7,2003,1733,0,2,3,2,433,225000
60,RL,10364,Gilbert,6,1995,1572,0,2,3,2,373,168000
60,RL,13869,Gilbert,6,1997,1470,0,2,3,2,388,177000
60,RL,8773,Gilbert,6,1997,1600,0,2,3,2,460,169000
80,RL,8872,Gilbert,6,1997,1384,0,2,3,2,390,161500
120,RL,5330,StoneBr,8,2000,1652,1,2,2,2,499,251000
80,RL,10147,Gilbert,6,1994,1694,0,2,3,2,398,160000
60,RL,8637,Gilbert,6,1999,1714,1,2,3,2,451,180000
60,RL,7875,Gilbert,7,1996,1553,0,2,3,2,420,178750
20,RL,7875,Gilbert,7,1995,1253,0,2,3,2,402,176000
60,RL,7500,Gilbert,6,1999,2299,0,3,5,2,482,204000
20,RL,9556,Gilbert,7,1992,1187,0,2,3,2,420,160000
80,RL,10784,Gilbert,7,1991,1472,0,2,3,2,402,160000
80,RL,9125,Gilbert,7,1992,1482,0,2,3,2,392,163900
60,RL,7655,Gilbert,6,1993,1642,0,2,3,2,392,168000
20,RL,18160,Gilbert,6,1964,1128,1,1,3,2,480,154204
120,RL,3696,StoneBr,8,1986,1088,0,1,2,2,461,170000
160,RL,5062,StoneBr,7,1984,2090,1,2,3,2,577,207500
120,RL,4740,StoneBr,8,1988,1179,1,2,2,2,480,182000
120,RL,5118,StoneBr,8,1990,1321,1,1,1,2,484,212000
20,RL,14157,StoneBr,9,2005,1922,1,2,3,3,676,377426
60,RL,12328,StoneBr,8,2005,2541,1,3,4,3,729,349265
20,RL,51974,StoneBr,9,2006,2338,1,2,4,3,1110,591587
190,RL,41600,Gilbert,5,1969,1424,1,1,3,3,828,155000
120,RL,8035,StoneBr,9,2006,1612,1,2,2,2,556,319900
20,RL,8089,StoneBr,8,2007,1419,1,2,2,2,567,392000
20,RL,14082,StoneBr,8,2006,2234,1,1,1,2,724,441929
20,RL,13870,StoneBr,10,2006,2042,1,2,3,3,724,455000
20,RL,12546,NWAmes,6,1981,1440,0,2,3,2,467,182900
20,RL,10960,NWAmes,6,1984,1284,1,2,3,2,480,174000
80,RL,12090,NWAmes,6,1984,1868,0,3,3,2,477,178000
60,RL,12090,NWAmes,7,1981,1479,0,2,3,2,484,176000
20,RL,12299,NWAmes,7,1978,1664,1,2,3,2,663,213000
60,RL,11339,NWAmes,7,1979,1930,1,2,4,2,481,192000
60,RL,11952,NWAmes,7,1977,1969,0,2,3,2,534,190000
60,RL,12046,NWAmes,6,1976,2030,0,2,4,2,551,195000
80,RL,10395,NWAmes,6,1978,1032,0,2,3,2,564,148000
20,RL,11850,NWAmes,6,1984,1177,0,2,3,2,495,151500
60,RL,11584,NWAmes,7,1979,1725,0,2,3,2,550,197000
20,RL,10400,NWAmes,6,1979,1353,1,2,2,2,478,192350
60,RL,10793,NWAmes,5,1969,1620,0,2,4,2,462,152000
20,RL,13001,NWAmes,6,1971,1220,0,2,2,2,944,170000
20,RL,12243,NWAmes,5,1971,1484,0,2,3,2,487,175000
60,RL,11700,NWAmes,6,1968,1743,0,1,3,2,539,175000
60,RL,12384,NWAmes,7,1976,1935,0,2,3,2,550,197900
80,RL,8991,NWAmes,7,1976,1324,0,2,3,2,585,174000
60,RL,8000,NWAmes,6,1974,1877,1,2,4,2,488,178900
80,RL,10500,NAmes,5,1971,1109,0,1,3,1,288,139000
20,RL,10530,NAmes,6,1971,981,1,1,3,2,576,143250
60,RL,7472,NAmes,7,1972,1479,1,1,4,2,484,184000
20,RL,9457,NAmes,5,1970,1422,1,1,3,2,576,155000
20,RL,7920,NAmes,5,1970,914,0,1,3,1,368,133000
20,RL,9758,NAmes,5,1971,950,0,1,3,1,280,119500
20,RL,8294,NAmes,4,1971,872,0,1,3,4,480,123000
20,RL,7340,NAmes,4,1971,858,0,1,2,1,684,110000
20,RL,17199,NAmes,4,1961,914,0,1,2,1,270,128000
20,RL,9000,NAmes,4,1971,864,0,1,3,2,528,120500
120,RH,4058,NAmes,7,1998,767,1,1,1,1,367,133000
120,RH,4113,NAmes,6,2001,1337,0,2,2,2,511,155000
120,RH,10943,NAmes,6,1997,1337,1,2,2,2,522,177000
160,RM,2205,BrDale,6,1973,1092,0,1,3,1,264,113500
160,RM,1890,BrDale,6,1973,1218,0,1,3,1,264,113000
160,RM,2058,BrDale,6,1973,1218,0,1,4,1,264,113700
160,RM,2016,BrDale,5,1970,1302,0,2,3,2,440,106000
160,RM,1920,BrDale,5,1971,1365,1,1,2,2,440,122500
120,RL,4928,NPkVill,6,1976,958,0,2,2,2,440,128000
160,RL,2308,NPkVill,6,1976,1548,1,2,3,2,440,155000
120,RL,2304,NPkVill,7,1978,1055,0,2,2,1,319,142500
20,RL,7150,NAmes,5,1966,988,1,1,3,1,360,129250
20,RL,12469,NridgHt,9,2006,1816,1,2,3,3,730,356000
20,RL,11694,NridgHt,9,2007,1828,0,2,3,3,774,314813
20,RL,12030,NridgHt,8,2007,1694,0,2,3,3,818,318000
20,RL,11825,NridgHt,8,2006,1694,0,2,3,3,856,322400
20,RL,12085,NridgHt,8,2007,1734,1,2,3,3,928,318000
20,RL,14333,NridgHt,8,2007,2122,1,2,2,3,938,345474
20,RL,14450,NridgHt,9,2006,2121,0,2,3,3,732,415298
60,RL,13641,NridgHt,9,2007,2656,1,2,3,3,1040,492000
60,RL,13440,NridgHt,8,2006,2550,0,2,4,3,670,338931
20,RL,15431,NridgHt,10,2005,2046,1,2,2,3,878,450000
60,RL,14154,NridgHt,7,2006,2172,0,2,3,3,947,280000
20,RL,13891,NridgHt,9,2007,2552,1,2,3,3,932,479069
20,RL,14226,NridgHt,8,2006,1973,0,2,3,3,895,395000
60,RL,13693,NridgHt,9,2006,2643,0,2,3,3,694,380000
20,RL,11428,NridgHt,8,2006,1634,0,2,3,3,866,250000
20,RL,14977,NridgHt,8,2006,1976,1,2,2,3,908,440000
60,RL,13654,NridgHt,9,2005,2758,0,2,4,3,814,418000
20,RL,17169,NridgHt,10,2007,2290,2,2,2,3,1174,500067
60,RL,16659,NridgHt,8,2007,2152,0,2,3,2,728,260116
60,RL,9591,NridgHt,8,2004,2473,0,2,4,3,852,317000
60,RL,9709,NridgHt,8,2007,2100,1,2,3,3,786,319500
60,RL,10562,NridgHt,8,2007,2161,1,1,3,3,789,325624
20,RL,13615,NridgHt,9,2006,1802,0,2,3,3,843,372000
60,RL,13069,NridgHt,8,2004,2956,0,2,5,3,916,342000
60,RL,12099,NridgHt,8,2004,2468,1,2,4,3,872,354000
60,RL,14277,NridgHt,8,2003,2385,1,2,3,3,818,350000
60,RL,11999,NridgHt,8,2003,2374,0,2,4,3,656,285000
60,RL,12568,NridgHt,8,2007,1818,1,2,3,3,774,281500
20,RL,9926,NridgHt,7,2005,1614,1,2,3,3,878,245700
20,RL,9254,NridgHt,8,2005,1721,1,2,3,2,554,232698
60,RL,10732,NridgHt,8,2006,1828,0,2,3,3,876,250000
120,RL,7577,NridgHt,6,2005,1362,0,2,2,2,460,194700
120,RL,3901,NridgHt,6,2005,1302,1,1,1,2,631,204000
120,RL,3903,NridgHt,6,2005,1302,1,1,1,2,631,200000
120,RL,6289,NridgHt,6,2005,1362,1,2,2,2,460,207000
120,RL,4590,NridgHt,8,2006,1554,0,2,2,2,627,209500
120,RL,4590,NridgHt,8,2006,1554,0,2,2,2,627,209500
120,RL,6442,NridgHt,8,2006,1370,0,2,2,2,484,202500
120,RL,7841,NridgHt,9,2005,1577,1,2,2,2,564,280000
120,RL,7313,NridgHt,9,2005,1561,1,2,2,2,556,277500
120,RL,7820,NridgHt,9,2007,1869,0,2,2,2,617,318061
120,RL,6240,NridgHt,8,2006,1324,0,2,2,2,550,221370
120,RL,3242,NridgHt,7,2003,1405,1,2,2,2,478,200000
60,RL,15810,Gilbert,6,2007,1496,0,3,3,2,572,181755
60,RL,10237,Gilbert,6,2005,1536,0,2,3,2,400,176000
60,RL,10237,Gilbert,6,2005,1484,0,2,3,2,393,178900
60,RL,13204,Gilbert,7,2006,1458,0,2,3,2,454,168165
60,RL,8857,Gilbert,6,2006,1495,0,2,3,2,440,171925
60,RL,9729,Gilbert,6,2006,1746,1,2,3,3,350,198444
20,RL,12216,Gilbert,6,2005,1326,1,2,3,2,388,203000
60,RL,9018,Gilbert,7,2007,1456,0,2,3,2,400,179540
20,RL,8993,Gilbert,7,2007,1302,0,2,3,2,436,176485
20,RL,8899,Gilbert,7,2007,1340,0,2,3,2,396,181134
60,RL,8499,Gilbert,6,2006,1412,0,2,3,2,432,156932
60,RL,8229,Gilbert,6,2007,1504,0,2,3,2,440,166000
60,RL,7713,Gilbert,7,2007,1456,0,2,3,2,400,177594
20,RL,7697,Gilbert,7,2007,1258,0,2,3,2,462,173500
120,RL,3922,Blmngtn,7,2006,1258,0,2,2,3,648,172500
120,RL,3922,Blmngtn,7,2006,1402,0,0,2,3,648,194201
120,RL,3621,Blmngtn,8,2003,1589,1,2,2,3,630,226500
20,RL,3710,Blmngtn,7,2007,1266,0,2,2,2,388,185485
20,RL,14572,Gilbert,7,2004,1530,1,2,3,3,630,259000
80,RL,16219,Gilbert,7,2004,1119,1,2,2,2,437,188500
80,RL,11084,Gilbert,7,2004,1374,1,2,3,2,400,175000
60,RL,11796,Gilbert,7,2004,1959,0,2,4,2,434,215000
20,RL,10936,Gilbert,7,2006,1525,0,2,3,2,534,206580
60,RL,8244,Gilbert,7,2004,1720,0,2,3,2,440,183500
80,RL,11950,Gilbert,7,2003,1394,0,2,3,2,400,165500
60,RL,7875,Gilbert,7,2003,1948,0,2,4,2,434,211000
60,RL,8063,Gilbert,6,2000,1690,0,2,3,2,463,181000
60,RL,8740,Gilbert,7,2002,1995,0,2,4,2,435,219500
60,RL,7917,Gilbert,6,1999,1647,0,2,3,2,460,175000
80,RL,9967,Gilbert,7,2000,1430,0,2,3,2,400,170000
60,RL,7750,Gilbert,7,2003,1320,0,2,3,2,400,162000
60,RL,9487,Gilbert,6,2000,1690,1,2,3,2,442,187000
60,RL,9649,Gilbert,6,1999,1644,0,2,3,2,460,185000
60,RL,15623,NoRidge,10,1996,4476,1,3,4,3,813,745000
60,RL,12191,NoRidge,8,1997,2551,1,2,4,3,925,384500
60,RL,11000,NoRidge,8,2000,2285,0,2,4,3,648,248000
20,RL,11400,NoRidge,10,2001,2633,1,2,2,3,804,466500
60,RL,10557,NoRidge,9,1998,3078,1,2,4,3,806,410000
60,RL,11002,NoRidge,8,1998,2582,1,2,4,3,758,322500
60,RL,10790,NoRidge,7,1998,2385,0,2,4,3,600,252000
60,RL,21535,NoRidge,10,1994,4316,0,3,4,3,832,755000
60,RL,9920,NoRidge,7,1996,2013,1,2,3,2,455,269790
60,RL,11787,NoRidge,7,1996,2398,1,2,3,3,834,315750
60,RL,9950,NoRidge,7,1995,2520,0,2,4,3,721,290000
60,RL,12257,NoRidge,8,1995,2531,0,2,4,3,752,290000
20,RL,12692,NoRidge,8,1992,3228,1,3,4,2,546,430000
60,RL,11762,NoRidge,8,1992,2202,1,2,4,2,517,263000
60,RL,9044,NoRidge,8,1996,2538,0,2,4,3,933,330000
20,RL,9910,Somerst,7,2007,1369,0,2,3,2,605,213133
20,RL,11830,Somerst,8,2007,1542,1,2,3,3,852,260261
20,RL,11670,Somerst,9,2006,1905,0,2,3,3,788,320000
20,RL,15256,Somerst,8,2007,1464,1,2,3,3,754,282922
20,RL,10612,Somerst,8,2006,1534,0,2,3,2,484,215000
20,RL,12291,Somerst,10,2007,1966,1,2,1,3,1092,419005
20,RL,13501,Somerst,8,2006,1636,1,2,3,3,865,255000
20,RL,9986,Somerst,8,2006,1795,0,2,2,3,895,147000
20,RL,9965,Somerst,7,2007,1528,0,3,3,2,480,235876
20,RL,9416,Somerst,7,2007,1726,1,2,3,3,786,311872
20,RL,9849,Somerst,7,2007,1689,0,2,3,3,954,248328
20,RL,10000,Somerst,8,2006,1588,0,2,3,3,825,227000
20,RL,8847,Somerst,8,2005,1538,1,2,3,2,484,260000
20,RL,9158,Somerst,8,2007,1496,0,2,3,2,474,225000
20,RL,8251,Somerst,7,2005,1506,1,2,3,2,672,249000
20,RL,10084,Somerst,8,2004,1694,1,2,3,2,636,307000
60,RL,9605,Somerst,7,2006,1977,0,2,3,3,574,250000
60,RL,8778,Somerst,8,2006,1830,0,2,3,3,859,221300
20,FV,8640,Somerst,8,2007,1338,0,2,3,2,598,208900
20,FV,9000,Somerst,7,2006,1335,0,2,3,2,575,210400
60,FV,8640,Somerst,8,2007,1792,0,2,3,2,590,255000
60,FV,10411,Somerst,5,2007,1588,0,3,3,2,561,212109
60,FV,9000,Somerst,8,2006,1959,0,2,3,3,1025,270000
60,FV,9000,Somerst,8,2007,2610,0,2,4,2,550,303477
60,FV,12217,Somerst,8,2007,1880,1,2,3,3,880,310013
20,FV,11096,Somerst,8,2006,1656,0,2,3,3,826,249700
60,FV,10207,Somerst,7,2007,1761,0,3,3,2,578,227875
20,FV,10440,Somerst,8,2007,1584,0,2,2,2,594,261329
20,FV,11824,Somerst,8,2006,1685,0,2,2,3,658,253000
60,FV,10625,Somerst,6,2004,2443,0,2,4,3,744,265000
60,FV,11143,Somerst,8,2004,2466,0,3,4,2,610,340000
20,RL,7500,SawyerW,6,2006,1100,0,1,3,0,0,146000
20,RL,7500,SawyerW,7,2006,1143,0,1,3,0,0,147000
20,RL,12450,SawyerW,5,2003,1094,1,1,3,2,576,149000
20,RL,7441,SawyerW,7,2006,1486,0,2,3,2,566,181000
60,RL,8462,SawyerW,6,1994,1721,0,2,3,2,471,201000
60,RL,11613,SawyerW,6,1993,1820,0,2,3,2,492,191750
20,RL,8450,SawyerW,7,2000,1349,0,2,3,2,539,179000
20,RL,16196,SawyerW,7,1998,1494,1,2,3,2,514,215000
120,RL,8012,SawyerW,6,1992,1575,1,2,2,2,529,179200
160,RL,8012,SawyerW,6,1980,1266,0,1,2,1,283,128000
85,RL,9180,SawyerW,5,1983,884,1,1,2,2,504,144000
90,RH,8400,SawyerW,5,1977,2020,0,2,4,2,630,144000
20,RL,6285,Sawyer,5,1977,894,1,1,2,1,308,120750
20,RL,8480,Sawyer,5,1963,970,1,1,2,2,624,132500
20,RL,7420,Sawyer,5,1962,1057,0,1,3,2,576,132000
20,RL,7758,Sawyer,5,1962,999,1,1,3,1,264,132500
20,RL,6970,Sawyer,4,1961,1120,1,1,3,2,544,129000
20,RL,13673,Sawyer,5,1962,1696,0,1,3,1,349,143900
20,RL,7476,Sawyer,5,1968,1040,1,1,3,2,686,145000
20,RL,9945,Sawyer,5,1961,988,1,1,3,2,572,128500
20,RL,6173,Sawyer,5,1967,902,0,1,3,1,288,125500
60,RL,19522,Veenker,7,1990,2503,1,2,3,2,564,300000
60,RL,17542,Veenker,7,1974,2167,1,2,3,2,518,294000
20,RL,10751,Sawyer,5,1974,1037,1,1,2,2,431,129000
85,RL,16647,Sawyer,5,1975,1701,1,2,3,2,611,171000
20,RL,12712,Sawyer,6,1973,1055,1,1,2,2,542,147000
60,RL,9572,NoRidge,8,1990,2810,0,2,4,2,750,302000
50,RL,10678,NoRidge,8,1992,2872,0,2,4,2,541,285000
120,FV,4379,Somerst,8,2004,1378,1,2,2,2,540,214000
120,FV,3523,Somerst,8,2006,1151,1,2,2,2,484,166000
120,FV,3784,Somerst,8,2006,1565,1,2,2,2,476,193800
120,FV,4230,Somerst,7,2006,1352,0,2,2,2,466,208900
120,FV,3606,Somerst,7,2006,1352,1,2,2,2,466,194000
120,FV,5330,Somerst,8,2006,1550,0,2,2,2,528,207500
120,FV,4274,Somerst,7,2006,1241,1,1,1,2,569,199900
160,FV,4251,Somerst,7,2006,1250,0,2,2,2,528,164700
160,FV,2280,Somerst,6,1999,1501,1,2,3,2,440,176500
160,FV,3230,Somerst,6,1999,1458,0,2,2,2,440,176000
160,FV,2117,Somerst,6,2000,1512,0,2,2,2,440,168500
160,FV,2117,Somerst,6,2000,1573,0,2,3,2,440,177000
160,FV,2117,Somerst,6,2000,1525,0,2,3,2,440,177000
160,FV,5105,Somerst,7,2004,1102,0,2,2,2,480,148800
160,FV,2645,Somerst,8,1999,1441,0,2,2,2,492,174000
60,FV,7399,Somerst,7,1997,1950,0,2,3,2,576,239000
20,FV,7321,Somerst,7,1999,1358,0,2,3,2,625,204000
60,FV,8010,Somerst,8,2003,2048,1,2,3,2,552,301000
60,FV,8413,Somerst,8,1998,2362,1,2,3,2,1105,312500
120,RL,9466,Veenker,8,1994,1494,1,1,1,2,478,279700
20,RL,12000,Veenker,7,1980,2362,1,2,3,2,546,255000
80,RL,16157,Veenker,5,1978,1432,1,1,2,2,588,194000
20,RL,10768,Veenker,5,1976,1437,1,2,3,2,528,218000
120,RL,3840,Greens,8,1978,1295,1,1,1,2,571,213750
80,RL,9600,Veenker,6,1976,1855,0,2,3,2,512,187000
20,RL,9600,Veenker,6,1976,1262,0,2,3,2,460,181500
20,RL,17778,Veenker,8,1981,2497,1,2,2,2,676,373000
90,RL,18890,Sawyer,5,1977,2620,0,2,4,2,600,190000
60,FV,7050,Somerst,7,2001,1929,1,2,3,2,650,226000
20,RL,11700,NWAmes,6,1968,1152,1,1,3,2,412,143450
60,RL,8000,NWAmes,6,1970,2411,1,2,4,2,570,240050
85,RL,8723,NWAmes,6,1969,1082,1,1,3,2,480,162500
20,RL,11700,NWAmes,6,1968,1295,1,1,3,2,528,164000
20,RL,11358,NWAmes,7,1972,1610,0,2,3,2,515,185000
20,RL,9547,NWAmes,7,1993,1594,0,2,2,2,472,188500
60,RL,10530,NWAmes,7,1993,2075,1,2,3,2,473,255000
90,RL,11500,NWAmes,5,1976,1680,0,2,4,2,528,136905
20,RL,10738,NWAmes,6,1966,1093,1,2,3,2,484,158500
20,RL,9600,NWAmes,7,1973,1242,0,1,3,2,528,175500
20,RL,10800,NWAmes,6,1963,1052,1,1,3,1,311,127000
20,RL,8050,NAmes,5,1967,1107,1,1,3,1,308,127000
20,RL,10355,NAmes,5,1967,1214,0,2,3,1,318,143000
20,RL,10289,NAmes,5,1965,1073,1,1,3,2,515,156000
20,RL,9503,NAmes,5,1958,1344,1,1,2,1,484,144000
90,RL,10624,NAmes,5,1964,1728,0,2,6,1,352,119000
90,RL,10899,NAmes,4,1964,1224,0,2,2,3,530,103000
20,RL,12342,NAmes,5,1960,1422,0,1,3,1,286,139900
20,RL,12772,NAmes,6,1960,958,0,1,2,1,301,151500
20,RL,8892,NAmes,5,1960,1065,0,1,3,2,461,126500
80,RL,10482,NAmes,6,1958,1138,0,1,3,1,264,145000
20,RL,7535,NAmes,5,1958,912,0,1,2,1,297,120000
20,RL,7450,NAmes,5,1956,1074,0,1,2,2,396,124000
20,RL,8339,NAmes,5,1959,882,0,1,3,1,294,106500
20,RL,14357,NAmes,5,1961,1187,1,1,2,2,440,140500
20,RL,8243,NAmes,5,1961,964,0,1,3,2,784,137500
20,RL,8680,NAmes,5,1960,894,0,1,3,1,312,117600
20,RL,8800,NAmes,7,1966,1200,0,2,3,2,440,163500
80,RL,9200,NAmes,6,1965,1042,0,2,3,2,440,161000
80,RL,9350,NAmes,6,1964,1302,0,2,3,1,309,158000
60,RL,8800,NAmes,6,1964,2154,0,2,5,2,539,224500
20,RL,11382,NAmes,6,1964,1374,0,1,3,1,286,147000
20,RL,22002,NAmes,6,1959,1652,1,1,3,2,510,200000
20,RL,14585,NAmes,6,1960,1429,0,1,3,2,572,181900
20,RL,7388,NAmes,5,1959,1327,1,1,3,2,624,150750
90,RL,9842,NAmes,4,1962,1224,0,2,2,2,462,101800
20,RL,8280,NAmes,6,1950,932,0,1,2,1,306,124000
45,RL,12172,NAmes,5,1940,908,0,1,2,2,512,138500
20,RL,5000,BrkSide,1,1946,334,0,1,1,0,0,39300
20,RL,5000,BrkSide,3,1946,666,0,1,2,0,0,64500
50,RL,3500,BrkSide,3,1945,670,1,1,2,0,0,64000
20,RL,5175,BrkSide,5,1958,808,0,1,2,1,308,112000
60,RL,9500,NAmes,6,1964,1977,0,1,4,2,540,165000
20,RL,9600,NAmes,5,1955,1150,1,1,2,1,288,144000
90,RL,11345,NAmes,5,1948,1920,0,2,4,2,400,137000
50,RL,9492,NAmes,5,1941,1376,1,1,3,1,240,105000
70,RL,9480,NAmes,5,1942,1644,0,1,3,1,312,146500
90,RL,8668,NAmes,5,1968,1560,0,2,4,3,792,126000
85,RL,10050,NAmes,5,1966,1280,0,2,3,2,432,175000
80,RL,9600,NAmes,6,1961,1254,1,1,3,2,525,158500
20,RL,10150,NAmes,5,1958,912,0,1,2,1,275,114500
50,RL,11344,NAmes,5,1958,1524,0,1,3,1,315,144000
60,RL,18450,NAmes,6,1965,2380,0,2,3,2,596,129000
20,RL,8760,NAmes,6,1957,936,1,1,2,1,315,141000
20,RL,6860,NAmes,5,1956,1008,1,1,3,1,308,131000
20,RL,8250,NAmes,5,1963,1053,1,1,3,2,692,142100
20,RL,8176,NAmes,5,1958,1056,1,1,3,1,308,139000
20,RL,9750,NAmes,6,1958,1442,0,1,4,1,301,157900
20,RL,9250,NAmes,5,1954,1056,0,1,3,1,260,139400
20,RL,11988,NAmes,6,1957,1244,0,1,3,1,336,150000
20,RL,9100,NAmes,5,1960,1144,0,1,3,1,336,120000
20,RL,9736,NAmes,6,1957,1721,0,1,4,2,464,174850
20,RL,9770,NAmes,5,1957,922,1,1,2,1,308,116000
20,RL,10152,NAmes,5,1956,1048,1,1,3,1,286,135000
20,RL,12155,NAmes,6,1970,1657,0,2,3,2,484,163500
20,RL,12198,NAmes,5,1955,1411,0,1,3,1,310,130000
20,RL,10050,NAmes,5,1955,1216,1,1,3,1,336,129500
20,RL,11556,NAmes,5,1953,1154,0,1,3,1,336,142000
90,RL,8078,NAmes,5,1958,1560,0,2,4,2,484,128600
20,RL,10950,NAmes,6,1952,948,0,1,2,2,410,125000
20,RL,7942,NAmes,6,1953,1040,0,1,3,1,293,136000
20,RL,8923,NAmes,5,1953,1008,1,1,2,1,240,134500
20,RL,8540,NAmes,5,1956,925,1,1,3,1,252,127000
80,RL,7134,NAmes,5,1955,1360,0,1,3,2,572,130000
50,RL,7150,NAmes,4,1955,1540,1,1,4,1,352,115000
20,RL,8400,NAmes,5,1955,925,1,1,3,1,390,116900
20,RL,13300,NAmes,5,1956,928,0,1,2,1,252,132000
20,RL,9532,NAmes,4,1953,1647,1,1,3,1,280,153000
20,RL,15783,OldTown,5,1952,924,0,1,2,1,420,112500
50,RL,14190,OldTown,4,1890,1544,0,2,3,0,0,138000
45,RL,9600,NAmes,5,1949,893,0,1,2,2,576,135000
50,RL,12099,NAmes,5,1953,1728,1,1,3,1,371,156000
70,RL,21281,NAmes,5,1935,3086,0,3,4,3,1200,301600
50,RL,10134,OldTown,5,1940,1034,0,1,2,1,240,109000
45,RL,5500,OldTown,4,1956,882,0,1,1,0,0,103200
50,RL,10284,OldTown,4,1925,1281,1,2,1,2,580,128500
30,RL,10800,OldTown,4,1927,968,0,2,4,1,216,64500
70,RL,10800,OldTown,5,1895,1534,0,1,3,0,0,148000
30,RL,5400,OldTown,5,1920,691,0,1,2,1,216,86000
80,RL,10090,NAmes,7,1963,1651,0,2,4,1,276,172000
20,RL,8700,NAmes,5,1961,888,0,1,3,1,240,120000
20,RL,8300,NAmes,6,1968,952,1,1,3,1,288,128500
60,RL,11606,NAmes,5,1969,2080,0,1,5,2,504,135000
50,RL,8064,NAmes,5,1949,924,0,1,3,2,576,122900
20,RL,11664,NAmes,6,1948,1082,0,1,2,1,240,119200
50,RL,10496,NAmes,6,1949,1846,0,2,3,1,315,143000
20,RL,7200,NAmes,5,1950,988,0,1,3,1,276,119000
20,RL,7200,NAmes,5,1950,1238,0,1,3,1,357,102000
20,RL,7200,NAmes,5,1950,864,1,1,3,2,720,129000
20,RL,7000,NAmes,5,1960,1134,0,1,2,1,254,135000
20,RL,7500,NAmes,5,1959,1040,1,1,3,1,286,152000
20,RL,7315,NAmes,5,1958,1170,0,1,3,1,338,140000
20,RL,7903,NAmes,5,1960,1242,1,1,3,1,324,152000
20,RL,8000,NAmes,5,1960,1377,1,1,3,1,351,156500
90,RL,8000,NAmes,5,1961,1800,0,2,6,0,0,141000
20,RL,7000,NAmes,5,1961,925,0,1,3,1,300,99000
60,RL,9760,NAmes,6,1964,1851,0,2,3,2,440,187000
60,RL,7590,NAmes,5,1962,1812,0,2,4,1,264,169500
20,RL,6600,NAmes,5,1962,864,0,1,2,1,294,125500
85,RL,6760,NAmes,5,1962,936,1,1,3,1,288,130000
30,RM,6978,OldTown,5,1926,960,0,1,2,2,576,103000
70,RM,9600,OldTown,5,1910,1432,0,2,2,2,360,132000
50,RM,6000,OldTown,6,1927,1296,0,1,3,2,576,127500
30,RM,4480,OldTown,5,1922,1022,1,1,2,1,184,89500
90,RM,7200,OldTown,5,1980,936,1,1,2,2,672,140000
30,RM,3153,OldTown,5,1920,967,0,1,2,1,180,99900
30,RM,10800,OldTown,4,1885,1047,0,1,2,1,273,100000
30,RM,7200,OldTown,5,1940,1072,0,1,2,2,379,130000
50,RM,9000,OldTown,5,1900,1174,0,1,2,2,576,135000
50,RM,6000,OldTown,3,1948,1183,0,1,2,1,308,120000
30,RM,5925,OldTown,4,1937,1131,0,1,2,2,672,89471
50,RM,5925,OldTown,4,1900,1141,0,1,3,1,252,85000
30,RM,6000,OldTown,4,1920,960,0,1,2,1,308,108500
70,RM,9639,OldTown,4,1900,1798,0,2,4,2,342,137000
30,RM,3880,OldTown,5,1945,866,0,1,2,0,0,110500
30,RM,8520,OldTown,5,1923,968,0,1,2,2,480,100000
70,RM,10337,OldTown,8,1910,1772,0,2,3,2,816,184900
70,RM,9863,OldTown,6,1927,1642,0,1,4,1,374,145000
50,RM,9600,OldTown,5,1925,1472,0,1,3,1,250,125000
70,RM,4571,OldTown,5,1910,1232,0,1,3,2,480,114000
190,RM,13600,OldTown,5,1900,2337,0,2,5,2,560,90000
50,RM,8398,OldTown,6,1910,1650,0,2,3,2,468,144100
70,RM,9900,OldTown,6,1880,2210,0,2,5,1,205,117500
70,RM,3600,OldTown,5,1930,1358,0,1,3,1,336,124500
75,RM,13500,OldTown,7,1879,2454,0,2,3,2,576,185000
190,C (all),7200,OldTown,6,1910,2291,0,2,4,2,506,133900
40,RM,5400,OldTown,6,1926,1616,0,2,3,1,216,152000
30,RM,8100,OldTown,5,1948,1559,1,1,2,2,812,153500
70,RM,10800,OldTown,7,1890,2554,0,1,3,2,704,159500
50,RM,9439,OldTown,5,1930,1248,0,1,2,1,160,87000
20,RM,8626,OldTown,4,1956,968,0,1,2,1,331,104500
80,RM,11800,OldTown,4,1949,1382,0,2,1,1,384,110000
40,RL,6854,BrkSide,5,1925,1060,1,1,1,1,308,136500
50,RM,8674,BrkSide,5,1950,1435,1,1,3,1,308,128250
30,RL,8731,BrkSide,5,1920,1167,0,1,3,2,495,144000
50,RL,8737,BrkSide,6,1923,1635,0,1,3,2,440,210000
50,RM,6125,BrkSide,5,1939,1274,0,2,3,1,224,135000
70,RM,6000,BrkSide,6,1939,1232,0,1,3,1,217,128000
50,RM,6000,BrkSide,6,1941,1218,0,1,3,2,440,131000
45,RM,6120,BrkSide,5,1939,884,0,1,2,1,240,113000
